source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\ib1c_route_profile_semantics\zhonghua_ust_jiuwufeng_roundtrip_biji\zhonghua_ust_jiuwufeng_roundtrip_biji_route_profile_semantic_enriched.csv,True,5239,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_forced_required_way_test\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,True,4189,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_1\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,True,4149,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_1\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.csv,True,3332,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b\juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3697,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,4189,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3697,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3247,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,5449,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_route_profile_semantics_v1_3b_qixing_via_corridor_repair_candidate\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,True,3841,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b\ib1c_semantic_risk_mapping_case_coverage.csv,True,4,case_id|observed_semantic_values_n|mapped_semantic_values_n|unmapped_semantic_values_n|mapping_coverage_rate|formal_semantics_input_root|formal_semantic_risk_output_root|mapping_config|risk_summary_present|rows|osm_semantic_risk_score_min|osm_semantic_risk_score_mean|osm_semantic_risk_score_max,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b\ib1c_semantic_risk_unmapped_values_by_case.csv,True,3,case_id|ib1c_field|semantic_key|semantic_value|observed_count|mapping_key|has_mapping|value_kind|note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b\ib1c_semantic_risk_unmapped_values_unique.csv,True,3,semantic_key|semantic_value|observed_cases|observed_case_count|observed_count|ib1c_fields|value_kind|only_juansi|only_zhonghua|also_xiaoyoukeng|proposed_risk_score|proposed_risk_band|proposal_reason|confidence|needs_manual_review|is_legacy_typo_null_unknown|is_binary_absence|should_add_global_mapping,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b\osm_semantic_risk_mapping_v1_patch_proposal.csv,True,3,semantic_key|semantic_value|observed_cases|observed_count|proposed_risk_score|proposed_risk_band|proposal_reason|confidence|needs_manual_review,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b_mapping_v1_2_updated\ib1c_semantic_risk_mapping_case_coverage.csv,True,4,case_id|observed_semantic_values_n|mapped_semantic_values_n|unmapped_semantic_values_n|mapping_coverage_rate|formal_semantics_input_root|formal_semantic_risk_output_root|mapping_config|risk_summary_present|rows|osm_semantic_risk_score_min|osm_semantic_risk_score_mean|osm_semantic_risk_score_max,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b_mapping_v1_2_updated\ib1c_semantic_risk_unmapped_values_by_case.csv,True,0,case_id|ib1c_field|semantic_key|semantic_value|observed_count|mapping_key|has_mapping|value_kind|note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b_mapping_v1_2_updated\ib1c_semantic_risk_unmapped_values_unique.csv,True,0,semantic_key|semantic_value|observed_cases|observed_case_count|observed_count|ib1c_fields|value_kind|only_juansi|only_zhonghua|also_xiaoyoukeng|proposed_risk_score|proposed_risk_band|proposal_reason|confidence|needs_manual_review|is_legacy_typo_null_unknown|is_binary_absence|should_add_global_mapping,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_semantic_risk_mapping_coverage_audit_v1_3b_mapping_v1_2_updated\osm_semantic_risk_mapping_v1_patch_proposal.csv,True,0,semantic_key|semantic_value|observed_cases|observed_count|proposed_risk_score|proposed_risk_band|proposal_reason|confidence|needs_manual_review,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
